5074744.1228488,791.58968556961
5074744.1228488,791.58968556961
5060787.45401186,789.970679342755
5041961.06872473,789.194603375726
5031503.74510297,789.062624512465
5026476.56028929,789.019051938949
5023990.41333628,788.99173981702
5022733.9520326,788.976846209037
6285945.40099567,614.886274402602
6891049.3504668,609.864342035327
7086256.563049,609.507559516126
8409734.58738824,388.878818651935
8812278.03328418,378.783231098597
6431534.02399589,699.322562472306
5757977.00166053,745.228952246321
5693034.92695615,755.159479727645
5661700.74715414,753.705329580689
5630609.87233319,752.608896136584
5610988.62292294,752.230484225866
5599846.38285139,752.040063988615
5869871.1495648,646.528672138259
5720858.27029641,629.632054073251
4963344.29663281,797.21553835862
4987637.60255282,825.392273911665
5122967.25209782,832.234556550856
5204089.83771321,833.607720549656
5249272.27810793,834.435356617978
5276523.90731913,835.036779277509
5293354.8355267,835.416830139697
5190078.3389548,822.727718864055
5037886.02694561,816.101955344534
7019919.97162551,420.992520591582
7397751.11219406,388.287310974516
7186763.38944871,379.928323033607
7233676.96660677,366.777770649842
7260841.86889172,365.739358624698
7256293.73748047,365.178624601713
7253840.77693268,365.246576958909
6331567.30868793,519.46231586673
6077233.26982433,535.9058380547
6061616.43003584,539.722826147269
6352867.89566247,568.726895291252
6930545.645303,590.398728995504
8098261.97403194,472.731995652726
8628572.44713268,468.868210075927
8695188.66305749,467.451267165733
8820108.72444643,470.474625501084
8984526.58496313,472.043191061932
9171255.07500188,474.175147085268
9442174.35090562,475.33010068237
10125233.789079,381.005332719716
10534489.8758155,386.94334231863
10229570.2767664,389.09789529316
10094838.5129074,388.851599837597
9567863.27859972,517.053612853171
8232933.52939704,449.573082461548
6835235.60490271,427.480862833921
6452764.95316469,444.957888905002
6409589.20937464,450.549302082658
6411139.19884395,451.162908798953
5367668.03216195,642.231437934998
5108056.82460969,661.181419209209
5268191.46981664,687.088211247174
6285695.94064203,551.425704631541
6566709.42767033,537.04839240077
6575112.06724265,533.800107273626
6590859.20856227,534.989142472245
6608180.35575562,535.433636272626
6617396.79233102,535.498433912533
6575701.17847896,531.222318067076
7564042.58084676,333.175830582343
7765956.07232623,316.163330431921
7646148.45924019,311.732878406505
7619394.96496754,313.598020924993
7624311.69954884,313.953924830976
7484653.89288961,303.63591916507
7372855.40365808,304.211506130088
7095789.22507297,352.241722227784
7016828.57943726,356.345884146724
5063838.42382126,715.297002770806
4580008.67865364,751.826512599392
4506783.92568348,760.074316796689
4494204.87140856,761.13065442721
4491420.6981583,761.294310958239
4490799.18911259,761.332363136023
4490669.18465987,761.341180320751
