f(Hz),Zc(%)
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,40
58,40
58,40
58,40
58,40
55,40
55,40
55,40
55,40
55,40
55,40
55,40
55,40
55,40
55,40
55,40
55,40
55,40
55,40
55,40
55,40
55,40
55,40
55,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,40
37,87
37,87
37,87
37,87
37,87
37,87
37,87
37,87
37,87
37,87
37,87
37,87
37,87
46,87
46,87
46,87
46,87
46,87
46,87
46,87
46,87
46,87
46,87
46,87
47,87
47,77
47,77
47,77
47,77
47,77
47,77
57,77
57,77
57,77
57,77
57,77
57,77
57,77
57,77
57,77
57,77
57,77
57,77
57,77
57,77
57,77
57,77
57,77
51,77
51,77
51,77
51,77
51,77
51,77
51,77
51,77
51,77
51,77
51,77
51,77
51,77
51,77
51,77
51,77
51,19
51,19
51,19
51,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
48,19
39,19
39,19
39,19
39,19
39,19
39,19
39,19
39,19
39,19
39,19
39,19
39,19
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
39,55
54,55
54,55
54,55
54,55
54,55
54,55
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
57,38
57,38
57,38
57,38
57,45
57,45
57,45
57,45
57,45
57,45
57,91
57,91
57,91
57,91
57,91
57,91
57,91
57,91
57,91
57,91
57,38
57,38
57,38
57,38
57,38
57,38
57,38
57,38
57,38
57,38
57,38
57,38
58,38
58,38
58,38
58,38
58,38
58,38
58,38
58,38
58,38
39,38
39,38
39,38
39,38
39,38
39,38
39,38
39,38
43,38
43,38
43,38
43,38
43,38
43,38
43,38
43,38
43,38
43,38
43,38
43,38
43,38
43,38
43,38
43,38
43,38
43,38
43,38
43,95
43,95
43,95
43,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,66
41,66
41,66
41,66
41,66
41,66
41,66
41,66
41,66
41,66
41,66
41,66
41,66
41,66
41,66
41,66
43,66
43,66
43,66
43,66
43,66
43,66
43,66
43,66
43,66
43,66
43,36
43,36
43,36
43,36
43,36
43,36
43,36
43,36
48,36
48,36
48,36
48,36
48,36
48,36
48,36
48,36
48,36
48,36
48,36
48,36
55,70
55,70
55,70
55,70
55,70
55,70
55,70
55,70
55,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,70
59,81
59,81
59,81
59,81
59,81
59,81
59,81
59,81
59,81
59,81
39,81
39,81
39,81
39,81
39,81
39,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,81
55,18
55,18
55,18
55,18
55,18
55,18
55,18
55,18
55,18
55,18
55,18
55,18
53,18
53,18
53,18
53,18
53,18
53,18
53,18
53,18
53,18
53,18
53,18
53,18
53,18
53,18
53,18
53,18
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
53,15
36,15
36,15
36,15
36,15
36,15
36,15
36,49
36,49
36,49
36,49
36,49
36,49
36,49
36,49
36,49
36,49
36,49
36,49
36,49
36,49
36,49
36,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,49
37,41
37,41
37,41
37,41
37,41
37,41
37,41
37,41
37,41
37,41
37,41
37,22
37,22
37,22
37,22
50,22
50,22
50,22
50,22
50,22
50,22
50,22
50,22
50,22
50,22
50,22
50,22
50,22
50,22
50,22
50,22
50,22
50,22
50,22
50,22
36,22
36,22
36,22
36,22
36,22
36,22
36,22
36,22
36,22
36,22
36,22
36,22
36,22
36,22
36,22
36,22
36,65
36,65
36,65
43,65
43,65
43,65
43,65
43,65
43,65
43,65
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
43,17
50,17
50,17
50,17
50,17
50,17
50,17
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
50,16
46,16
46,16
46,16
46,73
46,73
46,73
46,73
46,73
46,73
46,73
46,73
52,73
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
52,17
49,17
49,17
49,17
49,17
49,17
49,17
49,17
49,17
49,17
49,17
49,17
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,83
49,83
49,83
49,83
49,83
49,83
49,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
47,83
45,83
45,83
45,83
45,83
45,83
45,83
45,83
37,83
37,83
37,83
37,83
37,83
37,98
37,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,43
47,43
47,43
47,43
47,43
47,43
47,43
47,43
47,43
47,79
47,79
47,79
47,79
47,79
47,79
47,79
47,79
47,79
47,79
47,79
47,79
47,79
47,79
47,79
47,79
47,79
47,79
47,79
47,79
41,79
41,79
41,79
41,79
41,79
41,79
41,79
41,79
41,79
41,79
41,79
41,48
41,48
41,48
41,48
41,48
41,48
41,48
41,48
41,48
41,48
41,48
41,48
41,48
53,48
53,48
53,48
53,48
53,48
53,48
53,48
53,48
53,48
53,48
53,48
53,48
53,48
53,48
53,48
53,48
36,48
36,48
36,48
36,48
36,48
36,48
36,48
36,48
36,48
36,48
36,48
36,48
36,48
36,48
36,48
36,48
36,48
36,20
36,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
55,11
55,11
55,11
55,11
55,11
55,11
55,15
55,15
55,15
55,15
55,15
55,15
55,15
55,15
55,15
55,15
55,15
55,20
55,20
55,20
55,20
55,20
55,20
55,20
55,20
55,20
55,20
55,20
55,20
55,20
55,20
55,20
55,20
55,20
56,20
56,20
56,20
56,20
56,20
56,20
56,20
56,20
56,20
56,20
56,20
56,20
56,20
56,20
56,20
56,20
56,20
56,20
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
56,77
39,77
39,77
39,77
39,77
39,77
39,77
39,77
39,77
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,35
48,30
48,30
48,30
48,30
48,30
48,30
48,30
48,30
48,30
48,30
48,30
48,30
48,30
57,30
57,30
57,30
57,30
57,30
57,30
57,30
57,30
57,30
57,30
57,30
57,30
57,30
57,30
57,30
57,30
57,30
57,30
57,30
57,30
37,30
37,30
37,30
37,30
37,30
37,30
37,30
37,30
37,30
37,30
37,30
37,30
37,30
37,30
37,30
37,30
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
45,11
56,11
56,11
56,11
56,11
56,11
56,11
47,11
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
47,13
40,13
40,13
40,13
40,13
40,13
40,13
40,13
40,13
40,13
40,13
40,13
43,13
43,13
43,13
43,13
43,13
43,13
43,13
43,13
43,13
43,13
43,13
43,13
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,16
43,16
43,16
43,16
43,16
43,16
43,16
43,16
43,16
43,16
43,16
43,16
43,16
43,16
43,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
52,16
52,97
52,97
52,97
52,97
52,97
52,97
52,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,97
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
59,66
41,66
41,66
41,66
41,66
41,66
41,66
41,66
41,66
41,66
41,66
41,50
41,50
41,50
41,50
41,50
41,50
41,50
41,50
41,50
41,50
41,50
41,50
41,50
41,50
41,50
41,50
41,50
41,50
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,62
42,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
35,62
47,62
47,62
47,62
47,62
47,62
47,62
47,62
47,62
41,62
41,62
41,62
41,14
41,14
41,14
41,14
41,14
41,14
41,14
41,14
41,14
41,14
41,14
41,14
41,14
41,14
41,14
41,14
41,14
41,14
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
47,95
47,95
47,95
47,95
47,95
47,95
47,95
47,95
47,95
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,51
47,34
47,34
47,34
47,34
47,34
47,34
47,34
47,34
41,34
41,34
41,34
41,34
41,34
41,34
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,51
41,62
41,62
41,62
41,62
41,62
41,62
41,62
41,62
41,62
54,97
54,97
54,97
54,97
54,97
54,97
54,97
54,97
54,97
54,97
54,97
54,97
54,97
54,97
54,97
54,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
53,97
50,97
50,97
50,97
50,97
50,97
50,97
50,97
50,97
50,97
50,97
50,97
50,97
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
48,72
48,72
48,72
48,72
48,72
48,72
48,72
48,72
48,37
48,37
55,37
55,37
55,37
55,37
55,37
55,37
55,37
55,37
55,37
55,37
55,37
55,37
55,37
55,37
55,37
55,37
55,37
55,37
55,37
55,37
39,37
39,37
39,37
39,37
39,37
39,37
39,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,71
49,71
49,71
49,71
49,71
49,71
49,71
49,71
49,71
49,71
49,71
49,71
49,71
49,91
49,91
49,91
49,91
49,91
49,91
49,91
49,91
49,91
49,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
35,91
40,91
40,91
40,91
40,91
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
40,95
39,95
39,95
39,95
39,95
39,95
39,95
39,95
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,93
39,93
39,93
39,93
39,93
39,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,93
44,14
44,14
44,14
44,14
44,14
44,14
44,14
44,43
44,43
44,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
38,43
37,43
37,43
37,43
37,43
37,43
37,43
37,43
37,43
37,43
37,43
37,43
37,43
37,43
37,43
37,43
37,43
37,43
37,43
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,63
37,63
37,63
37,63
37,63
37,63
37,63
37,63
37,63
37,63
37,63
37,63
37,63
37,63
37,63
37,63
37,63
56,63
56,63
56,63
56,63
56,63
56,63
56,97
56,97
56,97
56,97
56,97
56,97
56,97
56,97
56,97
56,97
56,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,97
51,85
51,85
51,85
51,85
51,85
51,85
51,85
51,85
51,85
51,85
48,85
48,85
48,85
48,85
48,85
48,85
48,85
48,85
48,85
48,85
48,85
48,85
48,85
48,85
48,85
48,85
48,85
48,47
48,47
48,47
48,47
48,47
48,47
48,47
48,47
48,47
48,47
48,47
48,47
41,47
41,47
41,47
41,47
41,47
41,47
41,15
41,15
41,15
41,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,15
57,83
57,83
57,83
57,83
57,83
57,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
50,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,83
43,99
43,99
43,99
43,99
43,99
43,99
43,99
43,99
43,99
43,99
43,99
43,99
43,99
43,99
43,99
57,99
57,99
57,99
57,99
57,99
57,99
57,99
57,99
57,99
57,99
57,99
57,99
57,99
57,99
57,99
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
57,79
54,79
54,79
54,79
54,79
54,79
54,79
54,79
54,79
54,79
54,79
54,79
54,79
54,79
54,79
54,79
54,79
54,79
54,79
54,86
54,86
54,86
54,86
54,86
54,86
54,86
54,86
54,86
54,86
54,86
54,86
54,86
54,86
54,86
54,86
37,86
37,50
37,50
37,50
37,50
37,50
37,50
37,50
37,50
37,50
37,50
37,50
37,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,95
57,30
35,30
35,30
35,30
35,30
35,30
35,30
35,30
35,30
35,30
35,30
51,30
51,30
51,30
51,30
51,30
51,30
39,30
39,30
39,30
39,30
39,30
39,30
39,30
39,30
39,30
39,30
39,30
39,30
39,30
39,30
39,30
39,30
39,30
39,30
39,30
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
39,65
52,65
52,65
52,65
52,65
52,65
52,65
52,65
52,65
52,65
52,65
52,65
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
52,20
40,20
40,20
40,20
40,20
40,20
40,20
40,20
40,20
40,20
40,20
40,20
40,20
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
53,56
56,56
56,56
56,56
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,59
56,88
49,88
49,88
49,88
49,88
49,88
49,88
49,88
49,88
49,88
49,88
44,88
44,88
44,88
44,88
44,88
44,88
44,88
44,88
44,88
44,88
44,88
44,88
44,88
44,22
44,22
44,22
44,22
41,22
41,22
41,22
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,77
41,73
41,73
41,73
41,73
41,73
41,73
41,73
41,73
41,73
41,73
41,73
41,73
41,73
44,73
44,73
44,22
44,22
44,22
44,22
44,22
44,22
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,45
44,45
44,45
44,45
44,45
44,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,91
50,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,56
47,45
47,45
47,45
47,45
47,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
35,45
35,45
35,45
35,45
35,45
35,45
35,45
35,45
35,45
35,45
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
35,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,87
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,23
58,54
58,54
58,54
58,54
58,54
58,54
58,54
58,54
58,54
58,54
58,54
58,54
58,54
58,54
58,54
58,54
58,54
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
44,51
44,51
44,51
44,51
44,51
44,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
58,51
59,51
59,51
59,51
59,51
59,51
59,51
59,51
59,51
59,51
59,51
59,51
59,54
59,54
59,54
59,54
59,54
59,54
59,54
59,54
59,54
59,54
59,54
59,54
59,54
59,54
59,54
59,54
59,54
59,54
59,54
59,54
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,16
59,16
56,16
56,16
56,16
56,16
56,16
56,16
56,16
56,16
56,16
56,21
56,21
56,21
56,21
56,21
56,21
56,21
56,21
56,21
56,21
44,21
44,21
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,22
44,26
44,26
44,26
44,26
44,26
44,26
44,26
44,26
42,26
42,26
42,26
42,26
42,26
42,26
42,26
42,26
42,26
42,26
42,26
42,26
